candidate,domain,language_scope,tasks,disorders,evidence_level,status,feature_keys,reference,reason
resp_pauses_per_breath,respiration,language_independent,connected_speech,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,resp_pauses_per_breath,Neurodegenerative speech feature expansion v1,
resp_rate_per_min,respiration,language_independent,connected_speech,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,resp_rate_per_min,Neurodegenerative speech feature expansion v1,
resp_relative_loudness_db,respiration,language_independent,connected_speech,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,resp_relative_loudness_db,Neurodegenerative speech feature expansion v1,
rhythm_npvi_c,rhythm,language_sensitive,connected_speech,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,rhythm_npvi_c,Neurodegenerative speech feature expansion v1,
rhythm_npvi_v,rhythm,language_sensitive,connected_speech,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,rhythm_npvi_v,Neurodegenerative speech feature expansion v1,
rhythm_percent_vocalic,rhythm,language_sensitive,connected_speech,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,rhythm_percent_vocalic,Neurodegenerative speech feature expansion v1,
rhythm_rpvi_c,rhythm,language_sensitive,connected_speech,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,rhythm_rpvi_c,Neurodegenerative speech feature expansion v1,
rhythm_rpvi_v,rhythm,language_sensitive,connected_speech,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,rhythm_rpvi_v,Neurodegenerative speech feature expansion v1,
rhythm_varco_c,rhythm,language_sensitive,connected_speech,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,rhythm_varco_c,Neurodegenerative speech feature expansion v1,
rhythm_varco_v,rhythm,language_sensitive,connected_speech,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,rhythm_varco_v,Neurodegenerative speech feature expansion v1,
semantic embedding coherence,semantic,language_specific,connected_speech,,single_study,deferred,,docs/research/neurodegenerative-speech-feature-sources.md,requires a versioned semantic model and Vietnamese validation
semantic_idea_density,semantic,language_sensitive,,,derived_companion,implemented,semantic_idea_density,SAY catalog v1,
semantic_proposition_density,semantic,language_sensitive,,,derived_companion,implemented,semantic_proposition_density,SAY catalog v1,
ComParE feature set,spectral,language_sensitive,connected_speech,,standard_feature_set,deferred,,docs/research/neurodegenerative-speech-feature-sources.md,the large generic set is outside the reviewed minimal feature scope
egemaps_alpharatiouv_sma3nz_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_alpharatiouv_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_alpharatiov_sma3nz_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_alpharatiov_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_alpharatiov_sma3nz_stddevnorm,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_alpharatiov_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_hammarbergindexuv_sma3nz_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_hammarbergindexuv_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_hammarbergindexv_sma3nz_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_hammarbergindexv_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_hammarbergindexv_sma3nz_stddevnorm,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_hammarbergindexv_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc1_sma3_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc1_sma3_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc1_sma3_stddevnorm,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc1_sma3_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc1v_sma3nz_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc1v_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc1v_sma3nz_stddevnorm,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc1v_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc2_sma3_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc2_sma3_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc2_sma3_stddevnorm,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc2_sma3_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc2v_sma3nz_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc2v_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc2v_sma3nz_stddevnorm,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc2v_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc3_sma3_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc3_sma3_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc3_sma3_stddevnorm,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc3_sma3_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc3v_sma3nz_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc3v_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc3v_sma3nz_stddevnorm,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc3v_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc4_sma3_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc4_sma3_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc4_sma3_stddevnorm,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc4_sma3_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc4v_sma3nz_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc4v_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_mfcc4v_sma3nz_stddevnorm,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_mfcc4v_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_slopeuv0_500_sma3nz_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_slopeuv0_500_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_slopeuv500_1500_sma3nz_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_slopeuv500_1500_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_slopev0_500_sma3nz_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_slopev0_500_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_slopev0_500_sma3nz_stddevnorm,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_slopev0_500_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_slopev500_1500_sma3nz_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_slopev500_1500_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_slopev500_1500_sma3nz_stddevnorm,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_slopev500_1500_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_spectralflux_sma3_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_spectralflux_sma3_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_spectralflux_sma3_stddevnorm,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_spectralflux_sma3_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_spectralfluxuv_sma3nz_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_spectralfluxuv_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_spectralfluxv_sma3nz_amean,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_spectralfluxv_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_spectralfluxv_sma3nz_stddevnorm,spectral,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_spectralfluxv_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
learned embeddings,spectral,language_sensitive,connected_speech,,single_study,deferred,,docs/research/neurodegenerative-speech-feature-sources.md,requires a trained model and a separately versioned validation contract
spectral_b1_mean_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_b1_mean_hz,SAY catalog v1,
spectral_b1_sd_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_b1_sd_hz,SAY catalog v1,
spectral_b2_mean_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_b2_mean_hz,SAY catalog v1,
spectral_b2_sd_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_b2_sd_hz,SAY catalog v1,
spectral_b3_mean_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_b3_mean_hz,SAY catalog v1,
spectral_b3_sd_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_b3_sd_hz,SAY catalog v1,
spectral_centroid_mean_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_centroid_mean_hz,SAY catalog v1,
spectral_centroid_sd_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_centroid_sd_hz,SAY catalog v1,
spectral_energy_mean_db,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_energy_mean_db,Neurodegenerative speech feature expansion v1,
spectral_energy_sd_db,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_energy_sd_db,Neurodegenerative speech feature expansion v1,
spectral_entropy_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_entropy_mean,SAY catalog v1,
spectral_entropy_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_entropy_sd,SAY catalog v1,
spectral_f1_mean_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_f1_mean_hz,SAY catalog v1,
spectral_f1_sd_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_f1_sd_hz,SAY catalog v1,
spectral_f2_mean_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_f2_mean_hz,SAY catalog v1,
spectral_f2_sd_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_f2_sd_hz,SAY catalog v1,
spectral_f3_mean_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_f3_mean_hz,SAY catalog v1,
spectral_f3_sd_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_f3_sd_hz,SAY catalog v1,
spectral_flatness_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_flatness_mean,SAY catalog v1,
spectral_flatness_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_flatness_sd,SAY catalog v1,
spectral_flux_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_flux_mean,SAY catalog v1,
spectral_flux_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_flux_sd,SAY catalog v1,
spectral_kurtosis_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_kurtosis_mean,Neurodegenerative speech feature expansion v1,
spectral_kurtosis_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_kurtosis_sd,Neurodegenerative speech feature expansion v1,
spectral_low_high_energy_ratio_db,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_low_high_energy_ratio_db,Neurodegenerative speech feature expansion v1,
spectral_mfcc_10_kurtosis,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_10_kurtosis,Neurodegenerative speech feature expansion v1,
spectral_mfcc_10_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_10_mean,Neurodegenerative speech feature expansion v1,
spectral_mfcc_10_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_10_sd,Neurodegenerative speech feature expansion v1,
spectral_mfcc_10_skewness,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_10_skewness,Neurodegenerative speech feature expansion v1,
spectral_mfcc_11_kurtosis,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_11_kurtosis,Neurodegenerative speech feature expansion v1,
spectral_mfcc_11_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_11_mean,Neurodegenerative speech feature expansion v1,
spectral_mfcc_11_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_11_sd,Neurodegenerative speech feature expansion v1,
spectral_mfcc_11_skewness,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_11_skewness,Neurodegenerative speech feature expansion v1,
spectral_mfcc_12_kurtosis,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_12_kurtosis,Neurodegenerative speech feature expansion v1,
spectral_mfcc_12_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_12_mean,Neurodegenerative speech feature expansion v1,
spectral_mfcc_12_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_12_sd,Neurodegenerative speech feature expansion v1,
spectral_mfcc_12_skewness,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_12_skewness,Neurodegenerative speech feature expansion v1,
spectral_mfcc_13_kurtosis,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_13_kurtosis,Neurodegenerative speech feature expansion v1,
spectral_mfcc_13_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_13_mean,Neurodegenerative speech feature expansion v1,
spectral_mfcc_13_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_13_sd,Neurodegenerative speech feature expansion v1,
spectral_mfcc_13_skewness,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_13_skewness,Neurodegenerative speech feature expansion v1,
spectral_mfcc_1_kurtosis,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_1_kurtosis,Neurodegenerative speech feature expansion v1,
spectral_mfcc_1_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_1_mean,Neurodegenerative speech feature expansion v1,
spectral_mfcc_1_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_1_sd,Neurodegenerative speech feature expansion v1,
spectral_mfcc_1_skewness,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_1_skewness,Neurodegenerative speech feature expansion v1,
spectral_mfcc_2_kurtosis,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_2_kurtosis,Neurodegenerative speech feature expansion v1,
spectral_mfcc_2_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_2_mean,Neurodegenerative speech feature expansion v1,
spectral_mfcc_2_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_2_sd,Neurodegenerative speech feature expansion v1,
spectral_mfcc_2_skewness,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_2_skewness,Neurodegenerative speech feature expansion v1,
spectral_mfcc_3_kurtosis,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_3_kurtosis,Neurodegenerative speech feature expansion v1,
spectral_mfcc_3_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_3_mean,Neurodegenerative speech feature expansion v1,
spectral_mfcc_3_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_3_sd,Neurodegenerative speech feature expansion v1,
spectral_mfcc_3_skewness,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_3_skewness,Neurodegenerative speech feature expansion v1,
spectral_mfcc_4_kurtosis,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_4_kurtosis,Neurodegenerative speech feature expansion v1,
spectral_mfcc_4_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_4_mean,Neurodegenerative speech feature expansion v1,
spectral_mfcc_4_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_4_sd,Neurodegenerative speech feature expansion v1,
spectral_mfcc_4_skewness,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_4_skewness,Neurodegenerative speech feature expansion v1,
spectral_mfcc_5_kurtosis,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_5_kurtosis,Neurodegenerative speech feature expansion v1,
spectral_mfcc_5_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_5_mean,Neurodegenerative speech feature expansion v1,
spectral_mfcc_5_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_5_sd,Neurodegenerative speech feature expansion v1,
spectral_mfcc_5_skewness,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_5_skewness,Neurodegenerative speech feature expansion v1,
spectral_mfcc_6_kurtosis,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_6_kurtosis,Neurodegenerative speech feature expansion v1,
spectral_mfcc_6_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_6_mean,Neurodegenerative speech feature expansion v1,
spectral_mfcc_6_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_6_sd,Neurodegenerative speech feature expansion v1,
spectral_mfcc_6_skewness,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_6_skewness,Neurodegenerative speech feature expansion v1,
spectral_mfcc_7_kurtosis,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_7_kurtosis,Neurodegenerative speech feature expansion v1,
spectral_mfcc_7_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_7_mean,Neurodegenerative speech feature expansion v1,
spectral_mfcc_7_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_7_sd,Neurodegenerative speech feature expansion v1,
spectral_mfcc_7_skewness,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_7_skewness,Neurodegenerative speech feature expansion v1,
spectral_mfcc_8_kurtosis,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_8_kurtosis,Neurodegenerative speech feature expansion v1,
spectral_mfcc_8_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_8_mean,Neurodegenerative speech feature expansion v1,
spectral_mfcc_8_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_8_sd,Neurodegenerative speech feature expansion v1,
spectral_mfcc_8_skewness,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_8_skewness,Neurodegenerative speech feature expansion v1,
spectral_mfcc_9_kurtosis,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_9_kurtosis,Neurodegenerative speech feature expansion v1,
spectral_mfcc_9_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_9_mean,Neurodegenerative speech feature expansion v1,
spectral_mfcc_9_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_9_sd,Neurodegenerative speech feature expansion v1,
spectral_mfcc_9_skewness,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_mfcc_9_skewness,Neurodegenerative speech feature expansion v1,
spectral_rolloff_85_mean_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_rolloff_85_mean_hz,SAY catalog v1,
spectral_rolloff_85_sd_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_rolloff_85_sd_hz,SAY catalog v1,
spectral_skewness_mean,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_skewness_mean,Neurodegenerative speech feature expansion v1,
spectral_skewness_sd,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_skewness_sd,Neurodegenerative speech feature expansion v1,
spectral_slope_mean_db_per_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_slope_mean_db_per_hz,SAY catalog v1,
